CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Num_Products,Support_Calls,Payment_Delay_Days,Contract_Type,Internet_Service,Gender,Churned
334,53,24,45.22,4097.07,2,0,26,One Year,DSL,Female,0
335,50,30,95.5,1844.74,1,6,20,Month-to-Month,Fibre,Female,1
336,21,59,66.05,407.55,1,9,10,Month-to-Month,DSL,Female,1
337,50,14,104.2,384.55,4,6,4,One Year,Fibre,Female,1
338,31,9,92.85,1484.25,3,8,15,One Year,None,Male,1
339,38,40,97.64,6947.49,2,3,6,One Year,Fibre,Male,0
340,65,66,85.62,2331.58,4,5,26,Month-to-Month,Fibre,Female,1
341,37,25,37.74,7608.63,1,1,4,Month-to-Month,Fibre,Male,1
342,25,22,74.5,4694.82,1,3,10,Month-to-Month,DSL,Female,1
343,24,4,118.47,3549.25,3,1,14,Two Year,None,Female,0
344,20,26,113.74,4682.7,3,9,2,Month-to-Month,DSL,Male,1
345,34,58,24.32,4181.92,3,4,25,Month-to-Month,Fibre,Male,1
346,50,29,36.48,6094.33,4,6,4,Month-to-Month,Fibre,Female,1
347,65,37,33.17,2331.72,1,0,22,One Year,DSL,Male,0
348,29,70,92.6,2889.1,1,9,20,Month-to-Month,DSL,Female,1
349,68,18,101.78,7163.34,3,9,4,Two Year,Fibre,Male,1
350,39,42,41.35,7577.01,2,6,8,Month-to-Month,None,Male,1
351,39,41,70.59,7151.21,3,9,14,Two Year,None,Male,0
352,63,38,104.07,3413.64,4,5,2,Month-to-Month,Fibre,Male,1
353,47,34,93.28,6264.89,3,5,28,One Year,Fibre,Male,1
354,55,17,74.22,3863.05,3,7,5,Two Year,None,Female,0
355,55,37,79.03,4030.56,4,7,16,Month-to-Month,DSL,Male,1
356,62,25,70.84,1716.97,3,5,25,Two Year,DSL,Male,1
357,68,27,49.75,4769.93,1,2,20,Month-to-Month,Fibre,Female,1
358,25,57,76.5,1570.47,2,4,7,Two Year,None,Female,0
359,44,31,88.89,2719.36,3,1,20,One Year,None,Female,0
360,44,6,107.33,6854.74,4,4,24,Month-to-Month,Fibre,Male,1
361,51,40,83.63,1735.9,2,8,10,Month-to-Month,DSL,Male,1
362,38,12,96.11,662.15,4,9,5,Month-to-Month,Fibre,Female,1
363,47,53,36.01,645.16,2,0,7,Month-to-Month,DSL,Female,1
364,50,71,66.16,7532.2,2,9,9,Month-to-Month,DSL,Female,1
365,45,10,20.93,4104.67,3,4,23,Month-to-Month,Fibre,Female,1
366,64,45,44.67,3334.36,1,5,28,Month-to-Month,DSL,Male,1
367,50,17,92.65,6505.94,3,6,2,One Year,None,Male,1
368,22,26,119.18,6703.02,4,8,22,Month-to-Month,Fibre,Male,1
369,65,62,29.92,2724.31,4,5,13,Month-to-Month,Fibre,Male,1
370,36,46,60.15,5579.58,2,4,22,One Year,DSL,Male,0
371,21,64,100.01,6191.87,2,6,13,Month-to-Month,DSL,Female,1
372,52,2,40.4,5271.74,1,0,9,Month-to-Month,DSL,Male,1
373,66,54,75.51,1297.6,3,4,11,Month-to-Month,None,Female,1
374,34,65,93.31,7019.48,4,1,5,Two Year,None,Female,0
375,61,51,81.6,4358.85,2,3,11,Two Year,Fibre,Female,0
376,45,53,38.8,2331.53,1,6,22,Month-to-Month,DSL,Male,1
377,47,36,55.54,3459.3,4,4,13,One Year,None,Female,1
378,46,26,98.38,396.81,2,5,1,One Year,DSL,Male,0
379,63,29,75.42,1110.15,4,1,8,One Year,DSL,Female,0
380,23,21,20.52,6147.82,1,2,9,One Year,Fibre,Male,0
381,52,11,96.1,100.09,1,6,25,One Year,None,Female,1
382,58,40,23.53,3390.87,4,1,16,Month-to-Month,DSL,Male,1
383,54,11,94.57,4227.83,3,5,16,Month-to-Month,DSL,Female,1
384,41,36,40.25,531.61,4,4,2,Month-to-Month,None,Female,1
385,46,59,115.81,7787.32,2,9,29,Two Year,DSL,Female,0
386,66,39,56.79,1886.39,3,0,18,One Year,DSL,Female,0
387,63,54,52.69,2503.17,2,9,0,Two Year,Fibre,Male,0
388,48,55,34.89,2501.15,4,3,11,Two Year,None,Male,0
389,52,24,50.56,1920.29,3,1,6,Month-to-Month,Fibre,Male,1
390,50,22,107.67,111.64,2,3,3,One Year,None,Female,0
391,69,69,119.63,5861.82,4,0,9,One Year,Fibre,Female,0
392,38,56,56.83,7738.08,4,1,12,Two Year,DSL,Female,0
393,49,33,64.86,1871.92,3,7,1,Two Year,None,Female,0
394,40,36,92.21,5338.07,4,5,9,One Year,Fibre,Female,0
395,50,20,108.62,5960.98,1,1,20,Month-to-Month,DSL,Female,1
396,20,62,79.3,6802.56,2,5,21,One Year,Fibre,Male,0
397,35,26,59.15,3438.77,2,9,24,Month-to-Month,DSL,Male,1
398,42,66,61.26,2493.15,4,8,3,One Year,DSL,Male,0
399,59,40,89.56,2669.83,4,6,17,Two Year,DSL,Male,0
400,48,17,20.32,5729.71,1,8,4,Month-to-Month,Fibre,Male,1
401,20,1,81.96,6552.56,3,4,18,One Year,None,Male,1
402,57,61,55.55,1534.75,4,6,1,Month-to-Month,Fibre,Male,1
403,63,43,99.42,3030.43,4,6,11,Month-to-Month,None,Male,1
404,41,42,29.3,7225.33,4,2,16,Month-to-Month,DSL,Female,1
405,67,25,78.82,6472.88,4,6,9,One Year,DSL,Female,0
406,49,39,68.1,7880.38,2,0,1,Two Year,DSL,Female,0
407,64,35,84.23,6058.56,4,8,5,Two Year,DSL,Female,0
408,39,3,26.49,3206.24,2,9,7,Month-to-Month,DSL,Female,1
409,40,44,78.0,4766.04,4,5,28,Two Year,Fibre,Female,0
410,19,51,76.15,5322.01,3,4,18,One Year,None,Female,0
411,44,12,76.07,719.8,1,6,10,Month-to-Month,None,Male,1
412,59,19,80.35,4401.53,3,4,24,Month-to-Month,DSL,Male,1
413,19,44,87.65,5703.63,4,9,11,Month-to-Month,None,Female,1
414,43,59,100.5,1421.84,4,4,8,Two Year,DSL,Male,0
415,34,49,46.98,6266.99,4,9,1,One Year,DSL,Male,0
416,57,61,102.5,4711.8,3,6,7,One Year,None,Male,0
417,50,17,69.83,7622.55,4,9,25,Month-to-Month,Fibre,Male,1
418,26,57,27.71,435.14,3,6,10,One Year,DSL,Male,0
419,60,55,25.86,2196.08,2,2,27,Month-to-Month,Fibre,Female,1
420,65,47,53.42,4852.28,1,2,20,Month-to-Month,DSL,Male,1
421,56,12,98.49,2442.82,1,9,3,One Year,Fibre,Female,1
422,46,62,90.77,5743.95,3,2,9,Month-to-Month,Fibre,Female,1
423,59,8,98.86,6096.14,2,5,20,Two Year,None,Female,0
424,43,21,71.73,909.88,3,5,19,Month-to-Month,DSL,Male,1
425,52,70,64.02,4159.45,2,2,15,One Year,DSL,Female,0
426,67,25,34.75,4120.24,4,2,7,Month-to-Month,Fibre,Female,1
427,42,12,52.82,3017.32,2,7,3,One Year,Fibre,Female,1
428,41,15,63.4,7470.11,2,7,28,Month-to-Month,DSL,Female,1
429,30,59,28.86,6637.3,2,6,9,Month-to-Month,Fibre,Male,1
430,24,26,42.06,5607.95,1,9,11,Two Year,None,Female,0
431,53,26,79.82,5743.18,2,3,28,Month-to-Month,None,Female,1
432,62,47,93.57,3747.56,4,3,13,Two Year,None,Female,0
433,37,32,119.83,7375.86,4,2,15,Two Year,None,Female,0
434,18,10,113.31,5587.3,4,4,21,Month-to-Month,Fibre,Male,1
435,25,16,84.26,5858.95,2,2,17,Month-to-Month,None,Female,1
436,63,71,62.12,6907.36,3,7,20,One Year,DSL,Female,0
437,33,17,83.62,2265.17,3,6,21,Two Year,DSL,Female,0
438,31,23,98.57,6475.86,4,2,20,Two Year,DSL,Female,0
439,29,26,31.83,1642.4,1,8,11,One Year,Fibre,Female,1
440,68,7,60.99,2828.2,3,4,17,One Year,DSL,Female,1
441,40,14,103.98,2751.32,2,8,29,Month-to-Month,None,Male,1
442,32,7,58.38,7830.35,3,6,6,Two Year,DSL,Female,0
443,45,9,77.19,6866.64,4,6,19,Two Year,DSL,Male,0
444,51,48,78.78,5639.24,1,5,23,Month-to-Month,Fibre,Male,1
445,19,59,38.45,5843.75,3,1,22,Month-to-Month,DSL,Female,1
446,49,39,56.22,4540.38,3,8,6,Month-to-Month,DSL,Male,1
447,40,18,53.45,7582.02,4,5,8,Month-to-Month,DSL,Female,1
448,39,59,22.62,4020.44,1,7,0,Two Year,Fibre,Male,0
449,68,17,22.42,3106.09,1,0,25,Month-to-Month,Fibre,Female,1
450,42,14,103.17,1387.98,4,4,5,Month-to-Month,Fibre,Male,1
451,39,31,47.31,6311.02,2,0,5,Month-to-Month,Fibre,Male,1
452,39,24,71.81,5902.11,3,9,21,Two Year,Fibre,Female,0
453,66,60,49.87,3136.4,2,7,28,One Year,DSL,Male,1
454,69,45,114.07,299.03,3,7,11,Month-to-Month,DSL,Male,1
455,59,3,45.93,6728.08,3,0,21,Month-to-Month,Fibre,Male,1
456,23,37,62.97,190.2,2,8,11,Two Year,DSL,Male,0
457,32,43,107.27,5659.23,4,1,9,Two Year,DSL,Male,0
458,60,40,104.19,7765.03,4,8,22,Month-to-Month,Fibre,Female,1
459,54,55,38.61,3557.52,3,0,29,Month-to-Month,Fibre,Male,1
460,50,39,100.26,1956.29,4,9,25,Month-to-Month,DSL,Male,1
461,25,15,65.82,5668.48,3,8,5,Month-to-Month,DSL,Female,1
462,61,4,68.3,6555.31,4,3,16,One Year,None,Female,1
463,61,25,33.35,4416.8,3,8,18,Two Year,None,Female,0
464,22,13,28.06,7739.58,4,6,17,Month-to-Month,Fibre,Male,1
465,56,33,92.79,508.18,1,5,5,Two Year,Fibre,Male,0
466,21,16,69.65,4087.89,2,4,23,Month-to-Month,Fibre,Male,1
467,23,42,63.69,5775.79,1,8,18,One Year,None,Male,1
468,62,66,92.95,6914.86,2,1,9,One Year,None,Female,0
469,49,55,96.55,1516.12,2,1,23,Month-to-Month,DSL,Female,1
470,69,42,35.89,6420.03,3,8,7,Month-to-Month,None,Male,1
471,47,34,81.02,4466.39,2,2,20,One Year,DSL,Male,0
472,64,30,33.54,3232.77,1,7,23,Month-to-Month,DSL,Male,1
473,52,13,95.14,1140.55,1,8,5,Month-to-Month,Fibre,Male,1
474,57,13,85.7,6935.84,4,7,20,One Year,Fibre,Female,1
475,69,18,115.66,1342.46,1,3,24,Two Year,None,Female,0
476,33,32,26.9,2547.32,4,0,29,Month-to-Month,DSL,Male,1
477,30,39,25.71,2391.36,2,3,6,Two Year,Fibre,Female,0
478,67,46,48.22,6984.17,1,8,23,Month-to-Month,None,Male,1
479,59,29,46.17,5414.35,2,1,0,One Year,None,Male,0
480,47,62,44.7,6393.78,1,2,26,One Year,DSL,Female,0
481,36,62,110.63,2078.7,1,9,17,Two Year,DSL,Male,0
482,34,57,44.95,5036.51,4,7,23,Month-to-Month,Fibre,Female,1
483,36,16,47.19,4616.79,2,5,27,One Year,DSL,Male,1
484,45,56,95.94,6679.36,1,7,24,One Year,None,Female,0
485,43,10,64.97,7258.09,3,6,19,Month-to-Month,None,Male,1
486,54,30,97.67,196.04,2,4,11,Month-to-Month,DSL,Female,1
487,43,25,26.54,5424.76,2,8,15,Month-to-Month,DSL,Male,1
488,40,5,68.76,509.5,2,3,9,Month-to-Month,DSL,Male,1
489,26,65,23.36,4435.98,4,5,26,Two Year,None,Female,0
490,29,49,26.27,2372.3,3,1,9,Month-to-Month,DSL,Male,1
491,18,3,110.64,2523.54,2,1,13,Month-to-Month,Fibre,Female,1
492,18,45,33.92,2888.37,1,1,24,One Year,Fibre,Female,0
493,64,14,73.24,5008.21,1,9,19,Month-to-Month,Fibre,Male,1
494,51,30,61.11,2738.99,4,6,9,One Year,DSL,Male,0
495,49,68,54.73,5888.32,1,1,9,Month-to-Month,DSL,Male,1
496,65,18,109.98,3295.77,2,1,25,Two Year,None,Male,0
497,42,62,22.18,639.99,1,8,24,Two Year,None,Female,0
498,57,37,86.38,6291.7,2,6,10,Two Year,Fibre,Male,0
499,62,25,116.34,2357.49,1,2,22,Month-to-Month,DSL,Male,1
500,18,48,76.02,3518.86,3,2,1,One Year,DSL,Male,0
501,33,65,113.68,5515.01,4,6,24,Month-to-Month,Fibre,Female,1
502,56,53,25.23,2726.4,4,4,19,Month-to-Month,DSL,Male,1
503,22,15,61.88,547.03,3,9,7,Month-to-Month,None,Female,1
504,39,49,46.02,3053.98,3,5,29,One Year,Fibre,Male,0
505,46,68,93.08,7561.14,4,7,22,Month-to-Month,DSL,Female,1
506,20,12,118.13,5169.7,3,8,28,One Year,None,Male,1
507,29,59,45.65,5404.69,2,0,6,Month-to-Month,None,Male,0
508,43,37,85.42,5095.03,1,2,7,Month-to-Month,DSL,Female,1
509,33,61,39.81,1672.04,4,6,0,One Year,Fibre,Male,0
510,68,43,76.53,3404.84,3,5,20,Month-to-Month,DSL,Male,1
511,54,70,66.39,6032.42,2,6,1,One Year,DSL,Male,0
512,39,39,117.2,900.85,4,7,17,Month-to-Month,DSL,Female,1
513,46,56,80.85,2295.04,3,5,14,Two Year,Fibre,Male,0
514,31,63,54.95,2282.92,4,2,0,One Year,None,Female,0
515,45,46,31.41,3512.95,3,1,4,Month-to-Month,Fibre,Female,1
516,22,11,35.12,7844.91,4,6,1,Month-to-Month,DSL,Female,1
517,64,62,42.53,633.27,2,0,19,One Year,Fibre,Male,0
518,66,25,45.1,4197.74,2,2,2,Two Year,DSL,Female,0
519,47,71,105.06,1516.98,1,3,18,Month-to-Month,None,Female,1
520,63,52,76.12,7768.34,4,0,17,Month-to-Month,Fibre,Male,1
521,69,4,72.34,995.1,1,4,28,Two Year,DSL,Female,1
522,22,59,31.48,3288.45,4,9,21,One Year,DSL,Female,0
523,29,20,106.01,5929.29,3,2,17,Month-to-Month,Fibre,Male,1
524,33,63,92.28,5665.98,3,1,13,Month-to-Month,DSL,Male,1
525,43,54,26.77,3439.56,1,2,29,Month-to-Month,Fibre,Female,1
526,43,57,90.78,2837.54,4,7,23,One Year,DSL,Male,1
527,65,41,74.35,3241.14,1,5,7,Month-to-Month,DSL,Male,1
528,38,3,28.17,2187.78,2,6,28,Two Year,Fibre,Male,0
529,56,6,65.83,1722.13,1,5,29,Month-to-Month,None,Female,1
530,53,5,68.47,3916.01,1,5,11,Month-to-Month,None,Female,1
531,50,5,36.58,2221.42,3,2,20,One Year,DSL,Male,0
532,47,54,114.57,2370.95,1,7,9,Two Year,DSL,Female,0
533,54,47,105.0,5288.37,4,6,22,Two Year,DSL,Male,0
534,40,49,86.9,7751.44,3,6,19,Month-to-Month,Fibre,Male,1
535,27,9,66.23,4868.73,1,5,16,One Year,Fibre,Male,1
536,22,20,61.18,708.14,2,4,10,One Year,None,Male,0
537,53,61,85.1,697.11,1,9,1,Month-to-Month,None,Male,1
538,51,35,74.54,7616.24,1,7,25,Month-to-Month,DSL,Female,1
539,69,50,26.23,2448.6,1,4,25,Month-to-Month,Fibre,Female,1
540,48,62,71.25,827.33,3,8,3,Month-to-Month,None,Female,1
541,27,17,100.64,4832.45,4,8,0,Two Year,None,Female,1
542,36,3,65.92,5026.83,2,0,14,Month-to-Month,DSL,Male,1
543,49,32,25.2,5223.19,1,5,12,Two Year,DSL,Male,1
544,18,13,98.63,2212.48,4,6,7,One Year,Fibre,Female,1
545,22,68,40.14,219.37,4,2,24,One Year,DSL,Female,0
546,62,14,45.86,7723.62,3,6,3,One Year,DSL,Male,0
547,21,11,36.47,2082.06,2,6,9,Month-to-Month,DSL,Male,1
548,33,56,53.02,5440.61,3,1,18,Month-to-Month,Fibre,Male,1
549,41,67,95.68,5682.38,4,6,17,Month-to-Month,DSL,Female,1
550,33,29,71.94,4919.06,4,0,4,One Year,DSL,Male,0
551,19,9,40.49,2571.97,4,4,29,Month-to-Month,DSL,Male,1
552,66,67,107.78,2241.66,3,8,18,One Year,None,Female,1
553,45,25,107.96,4821.58,2,6,25,Month-to-Month,None,Female,1
554,49,42,107.06,6942.16,1,6,22,Month-to-Month,Fibre,Female,1
555,44,9,43.88,7579.2,3,1,26,Month-to-Month,Fibre,Male,1
556,37,40,65.12,936.66,4,7,21,Two Year,None,Male,0
557,41,25,118.5,1323.15,3,2,15,One Year,DSL,Female,0
558,29,5,97.2,7563.42,4,7,0,Month-to-Month,DSL,Male,1
559,67,11,22.72,5918.63,1,2,11,One Year,DSL,Male,0
560,52,59,26.52,7075.65,1,9,23,Month-to-Month,DSL,Male,1
561,50,38,66.39,1700.8,2,6,1,Two Year,DSL,Female,0
562,50,5,110.92,4741.93,4,1,20,One Year,None,Female,1
563,68,48,73.87,5639.0,2,3,24,Month-to-Month,Fibre,Male,1
564,60,18,69.78,5472.88,2,5,7,One Year,Fibre,Male,1
565,54,70,30.55,3324.4,1,8,17,Month-to-Month,None,Male,1
566,29,37,85.68,221.62,3,4,24,Two Year,DSL,Male,0
567,20,60,102.21,4705.12,3,8,15,Month-to-Month,DSL,Female,1
568,18,48,58.04,2099.5,2,4,4,One Year,Fibre,Female,0
569,50,28,97.56,3657.01,1,9,25,Month-to-Month,Fibre,Male,1
570,57,69,116.45,7664.89,4,7,29,One Year,DSL,Male,1
571,27,40,40.38,3252.38,3,0,21,One Year,Fibre,Female,0
572,60,45,72.33,6734.43,2,6,12,One Year,Fibre,Male,0
573,61,62,48.71,1589.47,3,3,18,One Year,Fibre,Female,0
574,46,58,99.29,5412.44,3,4,28,Two Year,Fibre,Male,0
575,30,67,77.76,7818.35,4,5,2,Month-to-Month,DSL,Female,1
576,29,56,83.46,904.96,1,4,25,Month-to-Month,DSL,Male,1
577,48,40,99.79,165.73,4,0,7,Month-to-Month,Fibre,Male,0
578,63,40,59.6,3525.3,1,8,26,Two Year,DSL,Female,0
579,19,33,111.51,831.74,3,1,25,Month-to-Month,None,Female,1
580,68,6,73.3,6012.24,2,8,25,One Year,Fibre,Male,1
581,67,19,35.8,7324.93,4,9,11,One Year,DSL,Male,1
582,52,40,89.59,3528.77,1,1,1,Month-to-Month,Fibre,Female,1
583,40,59,99.33,2143.82,3,8,10,Month-to-Month,Fibre,Female,1
584,34,59,51.68,3531.79,1,5,11,Month-to-Month,DSL,Male,1
585,43,48,105.72,5815.24,1,8,27,Month-to-Month,None,Male,1
586,25,41,110.61,171.53,1,5,17,Month-to-Month,None,Female,1
587,46,13,47.69,4756.69,3,5,12,Month-to-Month,Fibre,Female,1
588,43,45,118.35,4945.0,2,1,4,Two Year,DSL,Female,0
589,27,53,34.07,5137.74,2,7,21,Two Year,Fibre,Female,0
590,43,42,40.2,2011.97,2,2,11,Month-to-Month,Fibre,Female,1
591,51,63,38.42,5741.02,1,6,1,Month-to-Month,DSL,Male,1
592,68,27,109.4,821.99,3,4,4,Month-to-Month,DSL,Male,1
593,58,38,85.43,1674.24,1,2,6,One Year,None,Female,0
594,24,60,35.21,7032.01,2,0,25,Two Year,DSL,Male,0
595,21,7,64.03,5935.91,2,7,25,Month-to-Month,Fibre,Male,1
596,67,5,81.53,208.59,3,2,23,Month-to-Month,Fibre,Female,1
597,62,45,28.35,2062.17,1,1,11,One Year,Fibre,Male,0
598,28,58,108.24,1793.81,4,0,15,One Year,DSL,Male,0
599,46,31,100.36,2239.37,4,3,22,Month-to-Month,None,Male,1
600,53,23,70.52,2055.72,2,7,7,One Year,DSL,Female,1
601,42,42,116.71,593.96,3,2,29,Month-to-Month,Fibre,Female,1
602,38,10,61.78,3725.63,1,0,27,Month-to-Month,Fibre,Male,1
603,53,32,118.41,5888.59,1,3,8,One Year,Fibre,Male,0
604,27,53,86.79,4893.18,2,8,14,Two Year,None,Male,0
605,54,30,83.47,5415.69,2,0,4,Month-to-Month,Fibre,Male,1
606,26,39,36.6,741.08,1,1,12,Two Year,DSL,Male,0
607,41,31,108.19,7616.78,1,8,4,Month-to-Month,None,Male,1
608,52,2,62.75,6724.09,2,1,10,One Year,Fibre,Female,1
609,66,12,36.22,6460.21,1,2,9,Month-to-Month,DSL,Male,1
610,52,39,21.26,6601.57,4,6,19,Two Year,DSL,Male,0
611,65,66,75.98,7468.41,2,2,12,Two Year,None,Female,0
612,53,13,72.74,4399.61,1,8,8,Month-to-Month,DSL,Male,1
613,35,46,91.94,1682.23,2,5,20,Two Year,Fibre,Male,0
614,66,27,109.03,4972.59,3,2,13,Two Year,Fibre,Male,0
615,56,17,27.94,5968.76,2,8,17,One Year,DSL,Male,1
616,49,60,93.15,5929.55,2,0,14,Month-to-Month,Fibre,Female,0
617,41,64,38.74,4219.45,3,9,9,Two Year,DSL,Male,0
618,40,35,105.82,640.82,4,2,23,Two Year,Fibre,Female,0
619,49,70,101.91,3031.79,1,0,6,Month-to-Month,Fibre,Male,0
620,54,30,74.08,7374.06,3,1,7,Two Year,Fibre,Male,0
621,29,71,91.02,4717.15,2,7,27,Month-to-Month,Fibre,Female,1
622,66,63,51.44,4352.82,1,6,2,Month-to-Month,None,Male,1
623,30,28,67.12,2223.94,3,1,14,One Year,Fibre,Female,0
624,40,60,102.16,3010.75,1,1,15,One Year,DSL,Female,0
625,42,37,65.93,7173.23,1,8,3,One Year,DSL,Female,1
626,52,22,55.78,5365.06,3,5,20,Month-to-Month,Fibre,Male,1
627,58,68,69.42,6320.36,1,4,5,Two Year,None,Male,0
628,47,20,102.82,3689.33,4,9,0,Month-to-Month,None,Male,1
629,34,68,53.52,5078.95,3,5,3,Month-to-Month,None,Male,1
630,66,64,37.38,2062.23,4,8,10,Month-to-Month,DSL,Female,1
631,37,17,91.2,5673.14,2,6,11,One Year,Fibre,Male,0
632,65,12,102.6,3478.05,1,9,25,Two Year,Fibre,Male,1
633,42,22,30.06,3596.11,2,9,28,One Year,DSL,Female,1
634,39,17,43.99,5229.65,2,8,4,Two Year,DSL,Female,0
635,30,10,34.2,7496.62,1,3,22,Month-to-Month,None,Male,1
636,36,65,54.79,605.65,3,1,28,One Year,DSL,Female,0
637,66,22,65.04,6615.47,1,7,20,Month-to-Month,DSL,Female,1
638,53,50,94.88,2409.83,2,3,15,Month-to-Month,DSL,Female,1
639,29,14,85.11,3606.96,2,8,12,Month-to-Month,None,Female,1
640,58,64,82.09,273.12,3,3,12,One Year,Fibre,Female,0
641,36,47,55.24,2478.26,1,7,16,One Year,Fibre,Male,1
642,29,29,104.14,4070.79,2,8,26,One Year,None,Male,1
643,26,36,67.13,543.79,4,8,6,Month-to-Month,DSL,Male,1
644,24,52,117.91,3979.66,2,9,7,Month-to-Month,Fibre,Male,1
645,45,7,83.41,7424.17,2,3,12,One Year,DSL,Male,1
646,31,29,32.63,932.61,3,0,22,Month-to-Month,DSL,Male,1
647,48,11,87.62,6139.08,4,2,26,Two Year,None,Male,1
648,69,33,52.51,3336.4,2,8,15,One Year,Fibre,Female,1
649,36,6,88.63,5275.87,2,3,29,Month-to-Month,DSL,Male,1
650,64,32,26.96,2155.87,4,4,28,Two Year,DSL,Male,0
651,33,51,37.49,1359.99,1,6,3,One Year,Fibre,Male,0
652,22,58,105.57,1367.65,1,4,7,Month-to-Month,DSL,Female,1
653,52,26,42.72,656.89,2,3,15,One Year,DSL,Male,1
654,29,46,103.7,1566.61,2,1,20,Month-to-Month,DSL,Male,1
655,42,29,47.93,5347.33,1,1,9,Two Year,DSL,Female,0
656,69,4,84.29,7065.36,3,3,24,Two Year,None,Male,0
657,38,13,89.42,6531.59,4,9,11,Two Year,DSL,Male,1
658,53,39,71.27,5512.56,4,9,11,One Year,DSL,Female,0
659,40,15,50.53,972.41,3,8,25,Month-to-Month,Fibre,Male,1
660,33,29,41.26,2384.58,3,7,4,One Year,None,Female,1
661,56,29,23.32,2547.47,3,2,15,Month-to-Month,DSL,Male,1
662,62,32,50.39,2074.66,3,8,0,One Year,DSL,Male,0
663,59,2,85.32,4168.54,3,4,27,One Year,DSL,Male,1
664,56,47,113.83,4330.88,3,2,8,Month-to-Month,Fibre,Female,1
665,31,22,107.12,2919.4,4,4,11,Month-to-Month,Fibre,Female,1
666,48,27,96.61,2894.93,3,9,4,Two Year,None,Female,1
667,22,67,98.84,6645.59,1,3,21,Two Year,None,Male,0
