CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Num_Products,Support_Calls,Payment_Delay_Days,Contract_Type,Internet_Service,Gender,Churned
668,52,56,86.5,6335.41,3,7,19,Month-to-Month,Fibre,Male,1
669,40,21,46.03,2531.59,3,4,21,Month-to-Month,Fibre,Female,1
670,46,47,110.72,7318.93,4,9,27,Month-to-Month,Fibre,Female,1
671,60,59,87.07,7627.24,4,7,23,Two Year,DSL,Male,0
672,28,6,76.04,2681.27,3,8,2,Month-to-Month,None,Male,1
673,35,19,31.1,2899.96,4,3,4,One Year,DSL,Male,0
674,64,57,64.71,4094.51,2,6,1,Month-to-Month,DSL,Male,1
675,29,69,66.04,7534.85,4,1,13,One Year,Fibre,Female,0
676,26,3,106.46,7022.92,4,5,1,Month-to-Month,DSL,Male,1
677,27,1,74.66,910.29,4,7,12,One Year,Fibre,Male,1
678,61,58,58.04,3202.57,4,6,6,Month-to-Month,Fibre,Male,1
679,34,38,117.68,4471.63,1,6,9,One Year,Fibre,Male,0
680,55,15,31.07,4074.75,1,7,12,Month-to-Month,None,Male,1
681,24,34,62.25,1631.52,1,6,15,One Year,DSL,Male,1
682,63,61,24.2,6884.65,3,4,25,Two Year,Fibre,Male,0
683,30,35,93.99,5447.83,3,6,13,Month-to-Month,Fibre,Female,1
684,57,64,111.81,6719.48,2,9,10,Two Year,Fibre,Female,0
685,59,25,48.0,6884.24,1,2,9,One Year,Fibre,Female,0
686,26,24,105.83,6012.01,3,4,5,Month-to-Month,DSL,Male,1
687,67,12,49.22,3569.76,4,6,3,Month-to-Month,Fibre,Female,1
688,44,18,111.08,4923.32,4,8,20,Month-to-Month,DSL,Male,1
689,19,15,95.4,1366.89,1,1,0,One Year,None,Male,0
690,22,27,100.49,5421.8,2,3,6,One Year,DSL,Male,0
691,46,60,21.8,1516.1,2,6,23,Month-to-Month,Fibre,Male,1
692,54,46,116.28,5582.2,4,0,8,One Year,DSL,Female,0
693,55,17,92.67,1913.83,2,1,7,Two Year,DSL,Male,0
694,36,53,50.48,1028.66,1,8,4,Two Year,Fibre,Male,0
695,25,8,102.94,1405.75,4,9,18,One Year,None,Female,1
696,65,27,48.15,115.74,3,6,9,Two Year,Fibre,Female,1
697,62,46,107.28,5778.04,3,9,10,One Year,None,Female,0
698,18,50,31.26,5885.97,2,6,24,Month-to-Month,Fibre,Male,1
699,39,71,90.37,4167.97,4,5,14,Two Year,Fibre,Female,0
700,69,3,74.07,1374.77,4,2,5,Month-to-Month,DSL,Male,1
701,34,64,29.65,760.08,3,9,14,Month-to-Month,None,Male,1
702,24,44,44.19,251.12,4,2,4,Month-to-Month,DSL,Female,1
703,42,53,21.24,1409.41,4,1,28,Two Year,None,Female,0
704,62,24,66.88,7137.76,4,5,18,Two Year,None,Female,0
705,21,60,50.13,2008.14,2,3,21,Month-to-Month,None,Male,1
706,53,3,79.84,2898.74,4,4,18,Month-to-Month,Fibre,Male,1
707,23,20,49.72,932.23,1,2,9,Month-to-Month,Fibre,Male,1
708,48,46,49.99,1856.65,2,5,11,One Year,Fibre,Male,0
709,36,15,94.32,4201.87,4,2,21,Month-to-Month,DSL,Male,1
710,61,25,24.81,4901.25,4,7,3,One Year,Fibre,Male,1
711,56,71,110.29,2038.28,1,8,17,Month-to-Month,DSL,Female,1
712,44,17,105.23,556.08,2,3,15,Month-to-Month,Fibre,Male,1
713,27,9,86.78,3189.16,3,8,7,Month-to-Month,DSL,Female,1
714,43,38,79.32,1950.21,3,6,3,Month-to-Month,DSL,Female,1
715,36,48,109.23,1834.48,2,2,24,Two Year,DSL,Female,0
716,56,60,38.53,7682.92,4,6,22,Month-to-Month,Fibre,Female,1
717,20,63,27.9,4968.77,4,0,11,Month-to-Month,Fibre,Female,0
718,62,2,43.95,4499.34,3,2,1,Month-to-Month,DSL,Male,1
719,30,11,99.46,3384.62,3,5,3,Month-to-Month,Fibre,Male,1
720,67,64,23.47,3488.66,3,3,4,Month-to-Month,DSL,Male,0
721,45,21,78.28,4373.15,1,6,2,Month-to-Month,Fibre,Male,1
722,37,18,119.54,5601.8,3,2,8,One Year,Fibre,Female,1
723,45,64,105.57,5646.95,1,0,28,One Year,Fibre,Female,0
724,25,38,72.14,1456.38,2,8,20,Month-to-Month,Fibre,Female,1
725,58,32,26.36,4050.89,4,5,17,Month-to-Month,DSL,Male,1
726,56,11,103.14,3354.47,3,7,10,Two Year,Fibre,Male,0
727,18,45,79.9,6977.16,4,2,2,Month-to-Month,Fibre,Male,1
728,20,33,31.49,5088.21,4,7,29,Month-to-Month,Fibre,Male,1
729,30,41,29.39,4306.78,3,1,24,Month-to-Month,Fibre,Female,1
730,45,8,110.96,1011.62,3,3,22,Month-to-Month,DSL,Female,1
731,66,11,86.92,4884.54,2,2,1,One Year,Fibre,Male,0
732,42,51,102.93,1025.91,1,9,8,Month-to-Month,Fibre,Male,1
733,50,41,107.9,2763.93,1,0,13,One Year,DSL,Female,0
734,55,17,77.18,1228.45,4,6,3,Month-to-Month,DSL,Female,1
735,23,46,71.74,5567.38,3,9,28,Month-to-Month,DSL,Female,1
736,61,32,63.04,1729.39,2,1,8,One Year,None,Female,0
737,62,54,51.69,3195.69,2,3,12,Month-to-Month,Fibre,Male,1
738,49,20,63.46,7175.83,2,8,17,One Year,DSL,Female,1
739,62,33,97.39,1714.1,2,5,14,Month-to-Month,DSL,Female,1
740,64,40,80.19,4111.66,2,7,27,One Year,Fibre,Female,1
741,38,32,109.25,3412.25,1,1,9,Month-to-Month,None,Female,1
742,33,2,64.34,243.18,1,6,15,Two Year,DSL,Male,0
743,38,33,80.71,6362.79,1,5,11,Month-to-Month,DSL,Male,1
744,28,30,83.13,645.46,3,8,19,Two Year,None,Male,0
745,54,33,79.17,3846.61,4,6,4,Month-to-Month,DSL,Male,1
746,53,26,90.26,4529.36,2,0,1,One Year,DSL,Male,0
747,52,22,43.74,5064.57,3,7,9,Month-to-Month,None,Male,1
748,36,66,71.24,5540.19,2,9,0,Two Year,Fibre,Female,0
749,37,38,30.42,2100.85,1,2,6,Month-to-Month,DSL,Female,1
750,35,46,58.45,178.83,3,1,25,Month-to-Month,DSL,Female,1
751,64,15,68.77,5815.2,1,2,16,Month-to-Month,DSL,Female,1
752,58,44,85.22,4331.69,2,5,15,Month-to-Month,DSL,Male,1
753,66,49,115.05,6705.33,2,2,26,Month-to-Month,None,Female,1
754,31,61,80.07,6588.97,4,9,26,Two Year,Fibre,Male,0
755,32,67,94.36,6762.28,2,4,23,Two Year,Fibre,Female,0
756,48,6,70.63,3932.25,1,5,2,Month-to-Month,None,Female,1
757,18,9,83.41,2735.66,2,7,13,Two Year,Fibre,Female,0
758,20,6,27.09,6353.31,4,6,9,One Year,DSL,Male,1
759,33,32,45.44,3665.22,4,7,21,Month-to-Month,Fibre,Female,1
760,40,41,56.19,1549.19,1,2,6,One Year,None,Male,0
761,28,8,67.25,6854.29,3,3,25,One Year,None,Male,1
762,29,50,24.56,7072.22,2,5,16,Two Year,DSL,Female,0
763,27,62,34.0,3783.85,4,6,29,Month-to-Month,Fibre,Male,1
764,49,62,47.68,698.03,2,8,5,One Year,Fibre,Male,0
765,33,7,117.15,3163.83,2,0,22,Month-to-Month,None,Female,1
766,25,4,53.13,6447.95,3,7,21,Month-to-Month,DSL,Female,1
767,55,6,68.2,7224.01,4,7,3,Month-to-Month,Fibre,Female,1
768,29,58,39.61,1707.43,2,5,16,Two Year,None,Female,0
769,41,22,81.08,629.09,4,3,26,Two Year,Fibre,Female,0
770,45,26,48.07,7031.07,1,2,8,One Year,Fibre,Female,0
771,25,3,40.7,3176.3,1,2,3,One Year,DSL,Male,0
772,45,41,71.66,4379.91,2,5,6,Month-to-Month,DSL,Female,1
773,53,60,20.55,7747.72,4,7,22,Month-to-Month,DSL,Female,1
774,43,14,20.77,625.86,2,6,1,Month-to-Month,None,Male,1
775,25,12,41.91,5221.71,4,0,16,Month-to-Month,DSL,Female,1
776,67,12,23.67,685.43,4,5,23,One Year,Fibre,Male,1
777,45,13,30.8,3066.2,3,6,7,One Year,Fibre,Female,1
778,45,25,53.89,6450.13,3,6,22,Month-to-Month,DSL,Female,1
779,54,45,100.26,3524.43,3,8,29,Month-to-Month,Fibre,Male,1
780,58,19,77.2,7977.74,2,9,14,Month-to-Month,Fibre,Female,1
781,53,55,71.27,4516.57,3,4,14,Month-to-Month,None,Male,1
782,44,45,49.35,2637.18,3,0,7,Two Year,Fibre,Female,0
783,34,8,113.18,1838.88,1,1,15,One Year,Fibre,Female,1
784,26,53,59.7,2869.11,4,3,18,Two Year,DSL,Male,0
785,50,55,28.71,3043.01,4,4,10,Month-to-Month,None,Female,1
786,37,32,81.71,642.84,3,8,1,Month-to-Month,DSL,Female,1
787,30,51,31.38,3019.64,4,0,22,Month-to-Month,Fibre,Male,1
788,45,44,54.52,3767.48,1,2,23,Two Year,DSL,Female,0
789,65,70,70.74,5809.63,1,4,16,One Year,None,Male,0
790,46,18,107.42,5288.16,3,2,27,Month-to-Month,Fibre,Female,1
791,30,22,69.35,5699.25,1,3,25,One Year,Fibre,Male,0
792,63,37,90.23,166.07,4,2,15,Month-to-Month,DSL,Female,1
793,52,56,119.28,1819.57,2,3,24,One Year,Fibre,Male,0
794,23,59,33.15,5327.31,4,0,14,Two Year,Fibre,Male,0
795,35,3,47.47,3923.52,2,7,12,One Year,Fibre,Female,1
796,68,28,59.46,141.98,3,3,14,One Year,DSL,Female,1
797,22,35,62.18,6455.51,2,6,26,Month-to-Month,None,Male,1
798,64,61,61.1,6205.2,1,1,3,Month-to-Month,None,Female,1
799,42,54,110.76,4432.51,4,1,15,Month-to-Month,DSL,Male,1
800,19,63,91.4,625.06,2,5,29,Month-to-Month,None,Female,1
801,27,7,80.79,6155.47,4,1,11,One Year,Fibre,Female,1
802,47,49,50.94,4711.34,3,5,29,One Year,Fibre,Male,0
803,67,31,102.38,6277.48,3,1,3,Month-to-Month,DSL,Male,1
804,62,58,115.51,6038.8,1,3,2,Two Year,Fibre,Female,0
805,22,61,102.12,6443.72,3,6,21,Month-to-Month,Fibre,Female,1
806,50,24,20.16,4192.26,2,7,16,Month-to-Month,Fibre,Female,1
807,18,20,83.64,1208.56,3,2,21,Month-to-Month,Fibre,Female,1
808,35,37,25.11,5402.14,1,8,17,Month-to-Month,Fibre,Female,1
809,49,4,45.76,5001.74,4,1,24,Month-to-Month,Fibre,Male,1
810,64,20,25.95,5963.8,4,7,17,Month-to-Month,DSL,Female,1
811,66,60,80.38,1442.06,3,7,22,Month-to-Month,None,Female,1
812,28,24,88.66,1640.3,2,3,27,Two Year,Fibre,Male,1
813,38,50,31.45,7134.24,1,0,16,Month-to-Month,DSL,Male,1
814,43,49,58.38,6024.82,2,0,11,Month-to-Month,DSL,Male,1
815,42,51,65.62,7275.01,1,1,22,Month-to-Month,Fibre,Female,1
816,39,36,56.91,6093.85,3,8,20,One Year,None,Male,1
817,44,66,32.1,4817.53,1,1,23,Month-to-Month,DSL,Male,1
818,66,34,61.89,5267.65,1,1,3,Two Year,Fibre,Male,0
819,30,36,95.12,7124.11,3,5,11,One Year,DSL,Male,0
820,50,6,27.1,4672.57,2,6,25,One Year,Fibre,Female,1
821,51,39,28.02,5095.89,3,6,22,One Year,None,Female,0
822,58,42,55.48,1336.17,1,8,21,Month-to-Month,Fibre,Female,1
823,52,58,114.17,3843.98,3,5,20,Month-to-Month,DSL,Male,1
824,18,12,86.86,5759.54,1,7,19,Month-to-Month,Fibre,Male,1
825,38,3,87.87,2240.45,3,5,14,One Year,DSL,Male,1
826,65,18,56.19,1697.81,4,1,22,Month-to-Month,Fibre,Male,1
827,23,40,79.37,2579.23,4,0,27,Month-to-Month,Fibre,Male,1
828,45,21,21.01,2007.85,3,4,15,Two Year,Fibre,Male,0
829,34,15,83.61,1797.81,2,8,4,Month-to-Month,DSL,Female,1
830,22,26,111.33,3456.32,1,7,20,Two Year,None,Female,1
831,48,8,81.26,7271.92,4,3,14,One Year,Fibre,Male,1
832,22,42,107.37,4105.77,2,4,16,Month-to-Month,DSL,Female,1
833,55,44,92.4,1584.57,1,4,17,Month-to-Month,Fibre,Male,1
834,20,14,32.06,708.08,4,5,4,Month-to-Month,Fibre,Male,1
835,40,2,110.25,5599.63,4,2,12,One Year,Fibre,Female,0
836,54,37,26.64,3124.11,3,4,18,One Year,Fibre,Male,0
837,54,69,73.4,6592.46,1,1,29,One Year,Fibre,Female,0
838,27,38,34.21,5310.14,2,9,12,Two Year,DSL,Male,0
839,27,41,21.17,6390.31,2,0,17,One Year,None,Male,0
840,36,62,62.2,2248.37,2,0,13,Month-to-Month,Fibre,Female,1
841,34,60,49.5,5569.64,1,9,29,Month-to-Month,DSL,Male,1
842,38,14,68.6,2186.09,2,6,3,Two Year,Fibre,Male,0
843,31,2,77.72,7518.64,2,1,3,Month-to-Month,None,Male,1
844,26,70,24.37,5127.36,2,3,19,Month-to-Month,None,Female,1
845,63,17,32.3,2663.64,3,4,19,One Year,DSL,Male,1
846,18,28,75.86,2229.14,3,6,18,Month-to-Month,DSL,Male,1
847,68,66,54.32,1608.32,1,1,12,Two Year,Fibre,Male,0
848,62,35,92.92,5587.66,1,5,11,One Year,DSL,Female,0
849,30,5,85.23,1827.85,2,0,6,Month-to-Month,None,Female,1
850,21,65,104.56,4802.9,3,6,24,Two Year,DSL,Female,0
851,18,40,89.25,2190.62,4,8,11,Month-to-Month,DSL,Female,1
852,66,56,62.99,5329.55,4,4,20,Month-to-Month,Fibre,Female,1
853,57,36,87.3,6538.02,2,4,3,Month-to-Month,DSL,Male,1
854,49,45,47.54,6246.4,2,3,26,Month-to-Month,Fibre,Female,1
855,51,23,50.63,6110.73,3,2,1,Month-to-Month,Fibre,Female,1
856,45,47,98.9,1583.01,3,8,1,Month-to-Month,DSL,Male,1
857,48,31,64.64,798.24,3,4,4,Month-to-Month,DSL,Female,1
858,25,11,99.84,5621.7,1,7,22,Month-to-Month,Fibre,Male,1
859,56,10,102.24,3009.94,1,8,9,One Year,DSL,Female,1
860,43,67,105.76,3515.54,2,4,9,Two Year,Fibre,Male,0
861,51,14,111.66,346.08,1,9,8,Month-to-Month,Fibre,Male,1
862,20,10,63.1,2150.65,3,8,12,Month-to-Month,Fibre,Female,1
863,67,1,51.89,366.04,3,1,6,Month-to-Month,None,Female,1
864,29,5,78.22,7045.57,1,8,4,Month-to-Month,None,Male,1
865,18,20,57.12,2022.83,4,3,25,One Year,None,Male,1
866,61,8,80.11,4502.96,2,5,9,One Year,DSL,Male,1
867,22,43,90.56,407.94,4,5,9,Month-to-Month,DSL,Male,1
868,47,1,88.84,5368.09,2,5,5,Month-to-Month,DSL,Male,1
869,47,57,57.46,2651.92,4,1,26,Month-to-Month,None,Male,1
870,34,64,36.69,7193.56,1,6,27,One Year,None,Male,0
871,65,28,63.05,7116.13,2,5,18,Month-to-Month,None,Female,1
872,64,37,34.26,2669.8,2,0,20,Two Year,DSL,Male,0
873,40,47,109.01,7217.59,2,1,7,One Year,None,Female,0
874,32,37,54.59,7969.65,3,6,0,Month-to-Month,Fibre,Female,1
875,54,49,35.45,6620.78,3,0,27,One Year,DSL,Male,0
876,38,44,22.54,6774.48,4,0,16,Two Year,Fibre,Male,0
877,31,56,84.58,2067.17,1,0,6,One Year,DSL,Female,0
878,19,28,83.69,4655.95,3,7,13,Month-to-Month,Fibre,Male,1
879,28,6,54.06,631.32,2,3,20,Month-to-Month,DSL,Male,1
880,68,61,27.17,849.85,3,3,29,Two Year,Fibre,Female,0
881,56,20,60.96,7991.25,1,1,20,One Year,Fibre,Female,1
882,55,2,51.12,2680.45,3,0,16,One Year,None,Female,1
883,51,37,87.71,6010.65,2,9,8,Two Year,Fibre,Male,0
884,55,20,80.58,6472.65,4,8,16,Two Year,Fibre,Male,1
885,67,26,56.46,6878.38,2,6,4,Two Year,None,Female,0
886,51,29,41.79,7981.26,1,3,25,Month-to-Month,None,Male,1
887,35,1,118.8,2007.82,4,5,24,One Year,DSL,Female,1
888,47,35,65.4,418.77,3,1,29,One Year,Fibre,Male,0
889,32,70,88.83,3348.41,3,6,19,One Year,DSL,Female,0
890,44,59,34.06,1127.64,3,1,28,One Year,DSL,Male,0
891,68,69,68.56,277.16,4,9,7,Month-to-Month,Fibre,Female,1
892,51,33,22.75,2947.37,2,7,5,One Year,None,Male,0
893,69,51,70.55,6291.53,4,7,10,One Year,DSL,Male,0
894,55,12,116.4,4572.83,4,0,18,Month-to-Month,None,Female,1
895,50,20,58.42,2570.95,1,7,3,Month-to-Month,None,Male,1
896,41,53,23.9,5269.3,4,1,17,Month-to-Month,None,Male,1
897,32,43,23.1,1932.94,3,5,0,Month-to-Month,DSL,Female,1
898,47,50,58.8,213.61,2,0,12,Month-to-Month,None,Male,1
899,59,29,36.0,6138.39,2,4,13,Month-to-Month,DSL,Male,1
900,68,57,22.34,5027.57,2,6,23,One Year,Fibre,Male,0
901,34,39,95.62,6122.19,3,9,0,One Year,DSL,Female,1
902,22,56,65.85,407.61,3,0,29,One Year,DSL,Female,0
903,46,43,48.92,6713.25,3,1,28,Two Year,Fibre,Female,0
904,21,50,110.01,4994.26,3,6,10,Month-to-Month,Fibre,Female,1
905,27,23,31.61,4550.82,3,5,16,Month-to-Month,DSL,Female,1
906,34,44,115.59,5034.45,4,2,3,Two Year,DSL,Male,0
907,27,38,51.4,6929.02,3,9,25,Month-to-Month,Fibre,Male,1
908,34,23,108.84,4736.8,3,1,11,Two Year,DSL,Female,0
909,37,45,80.29,4689.51,3,9,9,Two Year,None,Male,0
910,41,52,102.67,7926.37,3,3,5,One Year,DSL,Male,0
911,22,50,118.4,6078.17,2,2,24,Two Year,DSL,Male,0
912,51,8,48.84,3594.12,3,6,0,Month-to-Month,DSL,Male,1
913,23,1,116.11,5688.44,4,7,6,Month-to-Month,Fibre,Female,1
914,19,8,58.95,3174.92,4,1,25,One Year,DSL,Female,1
915,30,29,58.55,1908.12,4,9,26,Month-to-Month,DSL,Male,1
916,60,5,54.04,4815.13,1,6,20,Two Year,None,Male,1
917,60,47,74.14,7432.64,2,7,27,Month-to-Month,Fibre,Female,1
918,65,34,35.41,7440.2,3,5,15,One Year,DSL,Male,0
919,28,65,75.37,2801.05,1,5,23,One Year,Fibre,Male,0
920,68,55,74.17,4268.65,3,9,13,One Year,None,Male,0
921,64,43,96.19,1771.92,1,0,22,Month-to-Month,DSL,Female,1
922,40,30,103.36,7965.49,1,3,19,Month-to-Month,DSL,Female,1
923,33,17,64.04,7850.83,4,0,19,Two Year,Fibre,Male,0
924,48,26,50.23,5231.12,4,3,5,Month-to-Month,Fibre,Male,1
925,28,8,45.93,6454.87,1,1,21,Two Year,Fibre,Male,0
926,33,47,39.46,5749.29,4,4,24,One Year,DSL,Male,0
927,25,46,25.76,4785.95,1,9,27,One Year,DSL,Male,1
928,21,68,54.24,521.45,2,8,4,One Year,Fibre,Male,0
929,57,33,47.02,3692.64,4,9,23,Month-to-Month,DSL,Female,1
930,21,1,116.64,5430.81,4,2,20,One Year,Fibre,Female,1
931,42,19,75.77,5452.5,4,7,17,Two Year,Fibre,Male,0
932,20,31,54.73,3047.67,2,2,14,Month-to-Month,DSL,Female,1
933,49,14,78.05,7539.37,1,5,5,Two Year,None,Male,0
934,20,53,33.92,1422.12,3,3,24,Month-to-Month,None,Male,1
935,44,48,64.4,4052.84,4,7,28,Month-to-Month,Fibre,Female,1
936,46,69,82.62,5557.98,1,5,18,Month-to-Month,DSL,Female,1
937,49,62,68.89,5607.37,2,7,0,Two Year,DSL,Male,0
938,67,66,60.18,5224.25,3,0,0,Month-to-Month,Fibre,Male,0
939,68,64,119.38,2274.78,4,5,12,Two Year,DSL,Female,0
940,36,70,108.03,1334.03,2,0,2,Two Year,None,Female,0
941,38,63,82.34,5123.93,2,0,9,Month-to-Month,DSL,Male,0
942,22,33,76.94,4834.49,3,7,20,Month-to-Month,Fibre,Male,1
943,35,41,82.07,1516.91,1,6,2,One Year,DSL,Male,0
944,45,48,40.13,5670.6,4,2,8,Month-to-Month,Fibre,Female,1
945,59,13,59.51,3695.86,4,5,7,One Year,DSL,Male,0
946,39,31,23.95,5375.31,1,8,2,Month-to-Month,Fibre,Female,1
947,38,68,67.55,6715.2,1,6,24,Month-to-Month,DSL,Male,1
948,23,4,74.3,1440.85,1,2,12,One Year,None,Female,0
949,18,19,42.77,251.24,3,5,5,Month-to-Month,DSL,Female,1
950,22,70,116.4,6254.91,3,3,12,Month-to-Month,None,Female,1
951,58,13,110.95,4916.61,4,2,22,Month-to-Month,None,Female,1
952,29,23,92.21,5627.15,3,8,19,Month-to-Month,DSL,Male,1
953,43,1,73.34,6721.42,2,9,19,One Year,Fibre,Female,1
954,63,54,107.0,6442.21,4,1,11,Two Year,DSL,Female,0
955,51,71,33.07,7691.27,3,0,12,Month-to-Month,None,Female,1
956,66,15,99.05,4333.89,1,1,1,One Year,Fibre,Male,0
957,31,65,32.48,3959.12,2,6,20,One Year,DSL,Male,0
958,43,71,99.42,3274.91,1,9,23,Month-to-Month,DSL,Male,1
959,62,15,47.58,1314.16,4,0,22,Month-to-Month,DSL,Male,1
960,44,21,107.71,4623.6,1,5,15,Two Year,None,Male,0
961,26,19,114.4,2288.4,3,6,22,One Year,DSL,Male,1
962,43,60,34.88,7378.33,3,8,5,One Year,Fibre,Female,0
963,64,33,66.27,4707.21,4,7,18,One Year,Fibre,Female,1
964,39,49,118.1,4783.44,1,5,20,Month-to-Month,None,Female,1
965,64,35,68.34,2903.9,4,2,12,One Year,DSL,Male,0
966,47,44,106.35,510.72,1,7,16,One Year,Fibre,Female,1
967,60,11,78.87,350.78,2,6,22,One Year,Fibre,Female,1
968,65,66,57.53,3444.35,3,2,8,Month-to-Month,Fibre,Male,0
969,34,46,48.58,768.07,4,8,16,Month-to-Month,DSL,Female,1
970,43,9,40.32,4894.09,2,1,28,Month-to-Month,DSL,Male,1
971,53,3,96.18,7059.69,2,2,1,Two Year,DSL,Female,0
972,18,26,58.65,7075.03,4,1,18,Month-to-Month,Fibre,Male,1
973,25,48,71.13,5306.46,4,0,18,Month-to-Month,DSL,Male,1
974,66,66,69.23,1768.73,2,3,23,Month-to-Month,Fibre,Male,1
975,52,70,77.73,6917.67,1,4,6,Month-to-Month,DSL,Female,1
976,69,28,106.56,7100.14,2,5,21,One Year,None,Female,1
977,32,26,118.07,1653.56,4,4,9,One Year,None,Male,1
978,64,25,60.76,5925.67,2,0,9,One Year,Fibre,Male,0
979,39,12,102.75,2363.5,1,2,26,Month-to-Month,DSL,Female,1
980,31,5,96.45,6440.86,3,0,19,One Year,DSL,Female,1
981,43,48,77.35,7978.18,3,4,8,Month-to-Month,DSL,Male,1
982,45,37,115.6,337.21,2,4,16,Month-to-Month,DSL,Female,1
983,40,44,40.05,7189.19,1,5,26,Month-to-Month,Fibre,Female,1
984,31,15,30.93,5018.78,3,7,14,Month-to-Month,Fibre,Female,1
985,41,43,105.4,7789.72,2,9,1,Month-to-Month,None,Male,1
986,19,48,63.91,3773.58,2,0,29,One Year,DSL,Male,0
987,62,70,104.7,6794.36,1,3,3,One Year,Fibre,Female,0
988,43,46,109.31,592.91,4,9,18,Two Year,Fibre,Male,0
989,31,43,26.25,2748.7,2,0,16,Month-to-Month,Fibre,Female,1
990,68,21,108.35,629.43,4,8,4,Month-to-Month,DSL,Female,1
991,24,23,64.83,7805.21,4,6,6,Month-to-Month,Fibre,Male,1
992,20,47,71.04,6554.09,3,6,17,Two Year,Fibre,Male,0
993,64,15,82.66,6835.12,4,4,20,One Year,Fibre,Male,1
994,40,25,112.64,7509.93,1,6,21,One Year,None,Female,0
995,63,36,21.91,772.32,3,1,26,Month-to-Month,DSL,Female,1
996,60,51,67.68,3146.22,3,3,6,One Year,DSL,Male,0
997,64,15,88.77,661.18,3,6,16,Month-to-Month,Fibre,Male,1
998,62,68,92.27,1765.27,2,2,6,One Year,Fibre,Male,0
999,35,21,89.25,1911.99,2,1,3,Two Year,DSL,Female,0
1000,55,13,33.44,3805.95,4,9,7,Two Year,Fibre,Female,1
